label	Sample collection date	Sample collection date decimal
Coli_003061	2001-07-01	2001.495890410959
Coli_003062	2001-07-01	2001.495890410959
Coli_003063	2001-07-01	2001.495890410959
Coli_003064	2001-07-01	2001.495890410959
Coli_003065	2001-07-01	2001.495890410959
Coli_003066	2001-07-01	2001.495890410959
Coli_003067	2001-07-01	2001.495890410959
Coli_003068	2001-07-01	2001.495890410959
Coli_003069	2001-07-01	2001.495890410959
Coli_003070	2001-07-01	2001.495890410959
Coli_003071	2001-07-01	2001.495890410959
Coli_003072	2001-07-01	2001.495890410959
Coli_003073	2001-07-01	2001.495890410959
Coli_003074	2001-07-01	2001.495890410959
Coli_003075	2001-07-01	2001.495890410959
Coli_003076	2001-07-01	2001.495890410959
Coli_003077	2001-07-01	2001.495890410959
Coli_003078	2001-07-01	2001.495890410959
Coli_003079	2001-07-01	2001.495890410959
Coli_003080	2001-07-01	2001.495890410959
Coli_003081	2001-07-01	2001.495890410959
Coli_003082	2001-07-01	2001.495890410959
Coli_003083	2001-07-01	2001.495890410959
Coli_003084	2001-07-01	2001.495890410959
Coli_003085	2001-07-01	2001.495890410959
Coli_003086	2001-07-01	2001.495890410959
Coli_003087	2001-07-01	2001.495890410959
Coli_003088	2002-07-01	2002.495890410959
Coli_003089	2002-07-01	2002.495890410959
Coli_003090	2002-07-01	2002.495890410959
Coli_003091	2002-07-01	2002.495890410959
Coli_003092	2002-07-01	2002.495890410959
Coli_003093	2002-07-01	2002.495890410959
Coli_003094	2002-07-01	2002.495890410959
Coli_003095	2002-07-01	2002.495890410959
Coli_003096	2002-07-01	2002.495890410959
Coli_003097	2002-07-01	2002.495890410959
Coli_003098	2002-07-01	2002.495890410959
Coli_003099	2002-07-01	2002.495890410959
Coli_003100	2002-07-01	2002.495890410959
Coli_003101	2002-07-01	2002.495890410959
Coli_003102	2002-07-01	2002.495890410959
Coli_003103	2002-07-01	2002.495890410959
Coli_003104	2002-07-01	2002.495890410959
Coli_003105	2002-07-01	2002.495890410959
Coli_003106	2002-07-01	2002.495890410959
Coli_003107	2002-07-01	2002.495890410959
Coli_003108	2002-07-01	2002.495890410959
Coli_003109	2002-07-01	2002.495890410959
Coli_003110	2002-07-01	2002.495890410959
Coli_003111	2002-07-01	2002.495890410959
Coli_003112	2002-07-01	2002.495890410959
Coli_003113	2002-07-01	2002.495890410959
Coli_003114	2002-07-01	2002.495890410959
Coli_003115	2002-07-01	2002.495890410959
Coli_003116	2002-07-01	2002.495890410959
Coli_003117	2002-07-01	2002.495890410959
Coli_003118	2002-07-01	2002.495890410959
Coli_003119	2002-07-01	2002.495890410959
Coli_003120	2002-07-01	2002.495890410959
Coli_003121	2002-07-01	2002.495890410959
Coli_003122	2002-07-01	2002.495890410959
Coli_003123	2002-07-01	2002.495890410959
Coli_003124	2002-07-01	2002.495890410959
Coli_003125	2002-07-01	2002.495890410959
Coli_003126	2002-07-01	2002.495890410959
Coli_003127	2002-07-01	2002.495890410959
Coli_003128	2002-07-01	2002.495890410959
Coli_003129	2002-07-01	2002.495890410959
Coli_003130	2002-07-01	2002.495890410959
Coli_003131	2002-07-01	2002.495890410959
Coli_003132	2002-07-01	2002.495890410959
Coli_003133	2002-07-01	2002.495890410959
Coli_003134	2002-07-01	2002.495890410959
Coli_003135	2002-07-01	2002.495890410959
Coli_003136	2002-07-01	2002.495890410959
Coli_003137	2002-07-01	2002.495890410959
Coli_003138	2002-07-01	2002.495890410959
Coli_003139	2002-07-01	2002.495890410959
Coli_003140	2002-07-01	2002.495890410959
Coli_003141	2002-07-01	2002.495890410959
Coli_003142	2002-07-01	2002.495890410959
Coli_003143	2002-07-01	2002.495890410959
Coli_003144	2002-07-01	2002.495890410959
Coli_003145	2002-07-01	2002.495890410959
Coli_003146	2002-07-01	2002.495890410959
Coli_003147	2002-07-01	2002.495890410959
Coli_003148	2002-07-01	2002.495890410959
Coli_003149	2002-07-01	2002.495890410959
Coli_003150	2002-07-01	2002.495890410959
Coli_003151	2002-07-01	2002.495890410959
Coli_003152	2002-07-01	2002.495890410959
Coli_003153	2002-07-01	2002.495890410959
Coli_003154	2002-07-01	2002.495890410959
Coli_003155	2002-07-01	2002.495890410959
Coli_003156	2002-07-01	2002.495890410959
Coli_003157	2002-07-01	2002.495890410959
Coli_003158	2002-07-01	2002.495890410959
Coli_003159	2002-07-01	2002.495890410959
Coli_003160	2002-07-01	2002.495890410959
Coli_003161	2002-07-01	2002.495890410959
Coli_003162	2002-07-01	2002.495890410959
Coli_003163	2002-07-01	2002.495890410959
Coli_003164	2002-07-01	2002.495890410959
Coli_003165	2002-07-01	2002.495890410959
Coli_003166	2002-07-01	2002.495890410959
Coli_003167	2002-07-01	2002.495890410959
Coli_003168	2002-07-01	2002.495890410959
Coli_003169	2002-07-01	2002.495890410959
Coli_003170	2002-07-01	2002.495890410959
Coli_003171	2002-07-01	2002.495890410959
Coli_003172	2002-07-01	2002.495890410959
Coli_003173	2002-07-01	2002.495890410959
Coli_003174	2002-07-01	2002.495890410959
Coli_003175	2002-07-01	2002.495890410959
Coli_003176	2002-07-01	2002.495890410959
Coli_003177	2003-07-01	2003.495890410959
Coli_003178	2003-07-01	2003.495890410959
Coli_003179	2003-07-01	2003.495890410959
Coli_003180	2003-07-01	2003.495890410959
Coli_003181	2003-07-01	2003.495890410959
Coli_003182	2003-07-01	2003.495890410959
Coli_003183	2003-07-01	2003.495890410959
Coli_003184	2003-07-01	2003.495890410959
Coli_003185	2003-07-01	2003.495890410959
Coli_003186	2003-07-01	2003.495890410959
Coli_003187	2003-07-01	2003.495890410959
Coli_003188	2003-07-01	2003.495890410959
Coli_003189	2003-07-01	2003.495890410959
Coli_003190	2003-07-01	2003.495890410959
Coli_003191	2003-07-01	2003.495890410959
Coli_003192	2003-07-01	2003.495890410959
Coli_003193	2003-07-01	2003.495890410959
Coli_003194	2003-07-01	2003.495890410959
Coli_003195	2003-07-01	2003.495890410959
Coli_003196	2003-07-01	2003.495890410959
Coli_003197	2003-07-01	2003.495890410959
Coli_003198	2003-07-01	2003.495890410959
Coli_003199	2003-07-01	2003.495890410959
Coli_003200	2003-07-01	2003.495890410959
Coli_003201	2003-07-01	2003.495890410959
Coli_003202	2003-07-01	2003.495890410959
Coli_003203	2003-07-01	2003.495890410959
Coli_003204	2003-07-01	2003.495890410959
Coli_003205	2003-07-01	2003.495890410959
Coli_003206	2003-07-01	2003.495890410959
Coli_003207	2003-07-01	2003.495890410959
Coli_003208	2003-07-01	2003.495890410959
Coli_003209	2003-07-01	2003.495890410959
Coli_003210	2003-07-01	2003.495890410959
Coli_003211	2003-07-01	2003.495890410959
Coli_003212	2003-07-01	2003.495890410959
Coli_003213	2003-07-01	2003.495890410959
Coli_003214	2003-07-01	2003.495890410959
Coli_003215	2003-07-01	2003.495890410959
Coli_003216	2003-07-01	2003.495890410959
Coli_003217	2003-07-01	2003.495890410959
Coli_003218	2003-07-01	2003.495890410959
Coli_003219	2003-07-01	2003.495890410959
Coli_003220	2003-07-01	2003.495890410959
Coli_003221	2003-07-01	2003.495890410959
Coli_003222	2003-07-01	2003.495890410959
Coli_003223	2003-07-01	2003.495890410959
Coli_003224	2002-07-01	2002.495890410959
Coli_003225	2002-07-01	2002.495890410959
Coli_003226	2003-07-01	2003.495890410959
Coli_003227	2003-07-01	2003.495890410959
Coli_003228	2003-07-01	2003.495890410959
Coli_003229	2003-07-01	2003.495890410959
Coli_003230	2003-07-01	2003.495890410959
Coli_003231	2003-07-01	2003.495890410959
Coli_003232	2003-07-01	2003.495890410959
Coli_003233	2003-07-01	2003.495890410959
Coli_003234	2003-07-01	2003.495890410959
Coli_003235	2003-07-01	2003.495890410959
Coli_003236	2003-07-01	2003.495890410959
Coli_003237	2003-07-01	2003.495890410959
Coli_003238	2003-07-01	2003.495890410959
Coli_003239	2003-07-01	2003.495890410959
Coli_003240	2003-07-01	2003.495890410959
Coli_003241	2003-07-01	2003.495890410959
Coli_003242	2003-07-01	2003.495890410959
Coli_003243	2003-07-01	2003.495890410959
Coli_003244	2003-07-01	2003.495890410959
Coli_003245	2003-07-01	2003.495890410959
Coli_003246	2003-07-01	2003.495890410959
Coli_003247	2003-07-01	2003.495890410959
Coli_003248	2003-07-01	2003.495890410959
Coli_003249	2003-07-01	2003.495890410959
Coli_003250	2003-07-01	2003.495890410959
Coli_003251	2003-07-01	2003.495890410959
Coli_003252	2003-07-01	2003.495890410959
Coli_003253	2003-07-01	2003.495890410959
Coli_003254	2003-07-01	2003.495890410959
Coli_003255	2003-07-01	2003.495890410959
Coli_003256	2003-07-01	2003.495890410959
Coli_003257	2003-07-01	2003.495890410959
Coli_003258	2003-07-01	2003.495890410959
Coli_003259	2003-07-01	2003.495890410959
Coli_003260	2003-07-01	2003.495890410959
Coli_003261	2003-07-01	2003.495890410959
Coli_003262	2003-07-01	2003.495890410959
Coli_003263	2003-07-01	2003.495890410959
Coli_003264	2003-07-01	2003.495890410959
Coli_003265	2003-07-01	2003.495890410959
Coli_003266	2003-07-01	2003.495890410959
Coli_003267	2003-07-01	2003.495890410959
Coli_003268	2004-07-01	2004.4972677595629
Coli_003269	2004-07-01	2004.4972677595629
Coli_003270	2004-07-01	2004.4972677595629
Coli_003271	2004-07-01	2004.4972677595629
Coli_003272	2004-07-01	2004.4972677595629
Coli_003273	2004-07-01	2004.4972677595629
Coli_003274	2004-07-01	2004.4972677595629
Coli_003275	2004-07-01	2004.4972677595629
Coli_003276	2004-07-01	2004.4972677595629
Coli_003277	2004-07-01	2004.4972677595629
Coli_003278	2004-07-01	2004.4972677595629
Coli_003279	2004-07-01	2004.4972677595629
Coli_003280	2004-07-01	2004.4972677595629
Coli_003281	2004-07-01	2004.4972677595629
Coli_003282	2004-07-01	2004.4972677595629
Coli_003283	2004-07-01	2004.4972677595629
Coli_003284	2004-07-01	2004.4972677595629
Coli_003285	2004-07-01	2004.4972677595629
Coli_003286	2004-07-01	2004.4972677595629
Coli_003287	2004-07-01	2004.4972677595629
Coli_003288	2004-07-01	2004.4972677595629
Coli_003289	2004-07-01	2004.4972677595629
Coli_003290	2004-07-01	2004.4972677595629
Coli_003291	2004-07-01	2004.4972677595629
Coli_003292	2004-07-01	2004.4972677595629
Coli_003293	2004-07-01	2004.4972677595629
Coli_003294	2004-07-01	2004.4972677595629
Coli_003295	2004-07-01	2004.4972677595629
Coli_003296	2004-07-01	2004.4972677595629
Coli_003297	2004-07-01	2004.4972677595629
Coli_003298	2004-07-01	2004.4972677595629
Coli_003299	2004-07-01	2004.4972677595629
Coli_003300	2004-07-01	2004.4972677595629
Coli_003301	2004-07-01	2004.4972677595629
Coli_003302	2004-07-01	2004.4972677595629
Coli_003303	2004-07-01	2004.4972677595629
Coli_003304	2004-07-01	2004.4972677595629
Coli_003305	2004-07-01	2004.4972677595629
Coli_003306	2004-07-01	2004.4972677595629
Coli_003307	2004-07-01	2004.4972677595629
Coli_003308	2004-07-01	2004.4972677595629
Coli_003309	2002-07-01	2002.495890410959
Coli_003310	2002-07-01	2002.495890410959
Coli_003311	2002-07-01	2002.495890410959
Coli_003312	2003-07-01	2003.495890410959
Coli_003313	2003-07-01	2003.495890410959
Coli_003314	2001-07-01	2001.495890410959
Coli_003315	2002-07-01	2002.495890410959
Coli_003316	2002-07-01	2002.495890410959
Coli_003317	2002-07-01	2002.495890410959
Coli_003318	2002-07-01	2002.495890410959
Coli_003319	2002-07-01	2002.495890410959
Coli_003320	2001-07-01	2001.495890410959
Coli_003321	2002-07-01	2002.495890410959
Coli_003322	2002-07-01	2002.495890410959
Coli_003323	2003-07-01	2003.495890410959
Coli_003324	2003-07-01	2003.495890410959
Coli_003325	2003-07-01	2003.495890410959
Coli_003326	2003-07-01	2003.495890410959
Coli_003327	2003-07-01	2003.495890410959
Coli_003328	2003-07-01	2003.495890410959
Coli_003329	2003-07-01	2003.495890410959
Coli_003330	2003-07-01	2003.495890410959
Coli_003331	2002-07-01	2002.495890410959
Coli_003332	2004-07-01	2004.4972677595629
Coli_003333	2004-07-01	2004.4972677595629
Coli_003334	2004-07-01	2004.4972677595629
Coli_003335	2005-07-01	2005.495890410959
Coli_003336	2004-07-01	2004.4972677595629
Coli_003337	2005-07-01	2005.495890410959
Coli_003338	2005-07-01	2005.495890410959
Coli_003339	2005-07-01	2005.495890410959
Coli_003340	2005-07-01	2005.495890410959
Coli_003341	2005-07-01	2005.495890410959
Coli_003342	2005-07-01	2005.495890410959
Coli_003343	2005-07-01	2005.495890410959
Coli_003344	2005-07-01	2005.495890410959
Coli_003345	2004-07-01	2004.4972677595629
Coli_003346	2004-07-01	2004.4972677595629
Coli_003347	2004-07-01	2004.4972677595629
Coli_003348	2004-07-01	2004.4972677595629
Coli_003349	2004-07-01	2004.4972677595629
Coli_003350	2004-07-01	2004.4972677595629
Coli_003351	2004-07-01	2004.4972677595629
Coli_003352	2004-07-01	2004.4972677595629
Coli_003353	2004-07-01	2004.4972677595629
Coli_003354	2004-07-01	2004.4972677595629
Coli_003355	2004-07-01	2004.4972677595629
Coli_003356	2004-07-01	2004.4972677595629
Coli_003357	2004-07-01	2004.4972677595629
Coli_003358	2004-07-01	2004.4972677595629
Coli_003359	2004-07-01	2004.4972677595629
Coli_003360	2004-07-01	2004.4972677595629
Coli_003361	2004-07-01	2004.4972677595629
Coli_003362	2004-07-01	2004.4972677595629
Coli_003363	2004-07-01	2004.4972677595629
Coli_003364	2004-07-01	2004.4972677595629
Coli_003365	2004-07-01	2004.4972677595629
Coli_003366	2004-07-01	2004.4972677595629
Coli_003367	2004-07-01	2004.4972677595629
Coli_003368	2004-07-01	2004.4972677595629
Coli_003369	2004-07-01	2004.4972677595629
Coli_003370	2004-07-01	2004.4972677595629
Coli_003371	2004-07-01	2004.4972677595629
Coli_003372	2004-07-01	2004.4972677595629
Coli_003373	2004-07-01	2004.4972677595629
Coli_003374	2004-07-01	2004.4972677595629
Coli_003375	2004-07-01	2004.4972677595629
Coli_003376	2004-07-01	2004.4972677595629
Coli_003377	2004-07-01	2004.4972677595629
Coli_003378	2004-07-01	2004.4972677595629
Coli_003379	2004-07-01	2004.4972677595629
Coli_003380	2004-07-01	2004.4972677595629
Coli_003381	2004-07-01	2004.4972677595629
Coli_003382	2004-07-01	2004.4972677595629
Coli_003383	2004-07-01	2004.4972677595629
Coli_003384	2004-07-01	2004.4972677595629
Coli_003385	2004-07-01	2004.4972677595629
Coli_003386	2004-07-01	2004.4972677595629
Coli_003387	2004-07-01	2004.4972677595629
Coli_003388	2004-07-01	2004.4972677595629
Coli_003389	2004-07-01	2004.4972677595629
Coli_003390	2004-07-01	2004.4972677595629
Coli_003391	2004-07-01	2004.4972677595629
Coli_003392	2004-07-01	2004.4972677595629
Coli_003393	2004-07-01	2004.4972677595629
Coli_003394	2004-07-01	2004.4972677595629
Coli_003395	2005-07-01	2005.495890410959
Coli_003396	2005-07-01	2005.495890410959
Coli_003397	2005-07-01	2005.495890410959
Coli_003398	2005-07-01	2005.495890410959
Coli_003399	2005-07-01	2005.495890410959
Coli_003400	2005-07-01	2005.495890410959
Coli_003401	2005-07-01	2005.495890410959
Coli_003402	2005-07-01	2005.495890410959
Coli_003403	2005-07-01	2005.495890410959
Coli_003404	2005-07-01	2005.495890410959
Coli_003405	2005-07-01	2005.495890410959
Coli_003406	2005-07-01	2005.495890410959
Coli_003407	2005-07-01	2005.495890410959
Coli_003408	2005-07-01	2005.495890410959
Coli_003409	2005-07-01	2005.495890410959
Coli_003410	2005-07-01	2005.495890410959
Coli_003411	2005-07-01	2005.495890410959
Coli_003412	2003-07-01	2003.495890410959
Coli_003413	2005-07-01	2005.495890410959
Coli_003414	2005-07-01	2005.495890410959
Coli_003415	2005-07-01	2005.495890410959
Coli_003416	2005-07-01	2005.495890410959
Coli_003417	2005-07-01	2005.495890410959
Coli_003418	2005-07-01	2005.495890410959
Coli_003419	2005-07-01	2005.495890410959
Coli_003420	2005-07-01	2005.495890410959
Coli_003421	2005-07-01	2005.495890410959
Coli_003422	2005-07-01	2005.495890410959
Coli_003423	2005-07-01	2005.495890410959
Coli_003424	2005-07-01	2005.495890410959
Coli_003425	2005-07-01	2005.495890410959
Coli_003426	2005-07-01	2005.495890410959
Coli_003427	2005-07-01	2005.495890410959
Coli_003428	2005-07-01	2005.495890410959
Coli_003429	2005-07-01	2005.495890410959
Coli_003430	2005-07-01	2005.495890410959
Coli_003431	2005-07-01	2005.495890410959
Coli_003432	2005-07-01	2005.495890410959
Coli_003433	2005-07-01	2005.495890410959
Coli_003434	2005-07-01	2005.495890410959
Coli_003435	2005-07-01	2005.495890410959
Coli_003436	2005-07-01	2005.495890410959
Coli_003437	2005-07-01	2005.495890410959
Coli_003438	2005-07-01	2005.495890410959
Coli_003439	2005-07-01	2005.495890410959
Coli_003440	2005-07-01	2005.495890410959
Coli_003441	2005-07-01	2005.495890410959
Coli_003442	2005-07-01	2005.495890410959
Coli_003443	2005-07-01	2005.495890410959
Coli_003444	2005-07-01	2005.495890410959
Coli_003445	2005-07-01	2005.495890410959
Coli_003446	2005-07-01	2005.495890410959
Coli_003447	2005-07-01	2005.495890410959
Coli_003448	2005-07-01	2005.495890410959
Coli_003449	2005-07-01	2005.495890410959
Coli_003450	2005-07-01	2005.495890410959
Coli_003451	2005-07-01	2005.495890410959
Coli_003452	2005-07-01	2005.495890410959
Coli_003453	2005-07-01	2005.495890410959
Coli_003454	2005-07-01	2005.495890410959
Coli_003455	2005-07-01	2005.495890410959
Coli_003456	2005-07-01	2005.495890410959
Coli_003457	2005-07-01	2005.495890410959
Coli_003458	2005-07-01	2005.495890410959
Coli_003459	2005-07-01	2005.495890410959
Coli_003460	2005-07-01	2005.495890410959
Coli_003461	2005-07-01	2005.495890410959
Coli_003462	2005-07-01	2005.495890410959
Coli_003463	2005-07-01	2005.495890410959
Coli_003464	2005-07-01	2005.495890410959
Coli_003465	2005-07-01	2005.495890410959
Coli_003466	2005-07-01	2005.495890410959
Coli_003467	2005-07-01	2005.495890410959
Coli_003468	2005-07-01	2005.495890410959
Coli_003469	2005-07-01	2005.495890410959
Coli_003470	2005-07-01	2005.495890410959
Coli_003471	2005-07-01	2005.495890410959
Coli_003472	2005-07-01	2005.495890410959
Coli_003473	2005-07-01	2005.495890410959
Coli_003474	2005-07-01	2005.495890410959
Coli_003475	2005-07-01	2005.495890410959
Coli_003476	2005-07-01	2005.495890410959
Coli_003477	2006-07-01	2006.495890410959
Coli_003478	2006-07-01	2006.495890410959
Coli_003479	2006-07-01	2006.495890410959
Coli_003480	2006-07-01	2006.495890410959
Coli_003481	2006-07-01	2006.495890410959
Coli_003482	2006-07-01	2006.495890410959
Coli_003483	2006-07-01	2006.495890410959
Coli_003484	2006-07-01	2006.495890410959
Coli_003485	2006-07-01	2006.495890410959
Coli_003486	2006-07-01	2006.495890410959
Coli_003487	2006-07-01	2006.495890410959
Coli_003488	2006-07-01	2006.495890410959
Coli_003489	2006-07-01	2006.495890410959
Coli_003490	2006-07-01	2006.495890410959
Coli_003491	2006-07-01	2006.495890410959
Coli_003492	2006-07-01	2006.495890410959
Coli_003493	2006-07-01	2006.495890410959
Coli_003494	2006-07-01	2006.495890410959
Coli_003495	2006-07-01	2006.495890410959
Coli_003496	2006-07-01	2006.495890410959
Coli_003497	2006-07-01	2006.495890410959
Coli_003498	2006-07-01	2006.495890410959
Coli_003499	2006-07-01	2006.495890410959
Coli_003500	2006-07-01	2006.495890410959
Coli_003501	2006-07-01	2006.495890410959
Coli_003502	2006-07-01	2006.495890410959
Coli_003503	2006-07-01	2006.495890410959
Coli_003504	2006-07-01	2006.495890410959
Coli_003505	2007-07-01	2007.495890410959
Coli_003506	2006-07-01	2006.495890410959
Coli_003507	2007-07-01	2007.495890410959
Coli_003508	2007-07-01	2007.495890410959
Coli_003509	2007-07-01	2007.495890410959
Coli_003510	2007-07-01	2007.495890410959
Coli_003511	2007-07-01	2007.495890410959
Coli_003512	2007-07-01	2007.495890410959
Coli_003513	2007-07-01	2007.495890410959
Coli_003514	2007-07-01	2007.495890410959
Coli_003515	2007-07-01	2007.495890410959
Coli_003516	2007-07-01	2007.495890410959
Coli_003517	2007-07-01	2007.495890410959
Coli_003518	2007-07-01	2007.495890410959
Coli_003519	2007-07-01	2007.495890410959
Coli_003520	2007-07-01	2007.495890410959
Coli_003521	2007-07-01	2007.495890410959
Coli_003522	2007-07-01	2007.495890410959
Coli_003523	2007-07-01	2007.495890410959
Coli_003524	2007-07-01	2007.495890410959
Coli_003525	2007-07-01	2007.495890410959
Coli_003526	2007-07-01	2007.495890410959
Coli_003527	2007-07-01	2007.495890410959
Coli_003528	2007-07-01	2007.495890410959
Coli_003529	2007-07-01	2007.495890410959
Coli_003530	2007-07-01	2007.495890410959
Coli_003531	2007-07-01	2007.495890410959
Coli_003532	2007-07-01	2007.495890410959
Coli_003533	2007-07-01	2007.495890410959
Coli_003534	2007-07-01	2007.495890410959
Coli_003535	2007-07-01	2007.495890410959
Coli_003536	2007-07-01	2007.495890410959
Coli_003537	2007-07-01	2007.495890410959
Coli_003538	2007-07-01	2007.495890410959
Coli_003539	2007-07-01	2007.495890410959
Coli_003540	2007-07-01	2007.495890410959
Coli_003541	2007-07-01	2007.495890410959
Coli_003542	2006-07-01	2006.495890410959
Coli_003543	2007-07-01	2007.495890410959
Coli_003544	2007-07-01	2007.495890410959
Coli_003545	2007-07-01	2007.495890410959
Coli_003546	2007-07-01	2007.495890410959
Coli_003547	2007-07-01	2007.495890410959
Coli_003548	2007-07-01	2007.495890410959
Coli_003549	2007-07-01	2007.495890410959
Coli_003550	2009-07-01	2009.495890410959
Coli_003551	2006-07-01	2006.495890410959
Coli_003552	2007-07-01	2007.495890410959
Coli_003553	2007-07-01	2007.495890410959
Coli_003554	2007-07-01	2007.495890410959
Coli_003555	2007-07-01	2007.495890410959
Coli_003556	2007-07-01	2007.495890410959
Coli_003557	2007-07-01	2007.495890410959
Coli_003558	2007-07-01	2007.495890410959
Coli_003559	2007-07-01	2007.495890410959
Coli_003560	2007-07-01	2007.495890410959
Coli_003561	2007-07-01	2007.495890410959
Coli_003562	2007-07-01	2007.495890410959
Coli_003563	2007-07-01	2007.495890410959
Coli_003564	2008-07-01	2008.4972677595629
Coli_003565	2008-07-01	2008.4972677595629
Coli_003566	2006-07-01	2006.495890410959
Coli_003567	2009-07-01	2009.495890410959
Coli_003568	2007-07-01	2007.495890410959
Coli_003569	2008-07-01	2008.4972677595629
Coli_003570	2008-07-01	2008.4972677595629
Coli_003571	2008-07-01	2008.4972677595629
Coli_003572	2007-07-01	2007.495890410959
Coli_003573	2008-07-01	2008.4972677595629
Coli_003574	2008-07-01	2008.4972677595629
Coli_003575	2008-07-01	2008.4972677595629
Coli_003576	2008-07-01	2008.4972677595629
Coli_003577	2008-07-01	2008.4972677595629
Coli_003578	2009-07-01	2009.495890410959
Coli_003579	2009-07-01	2009.495890410959
Coli_003580	2009-07-01	2009.495890410959
Coli_003581	2008-07-01	2008.4972677595629
Coli_003582	2008-07-01	2008.4972677595629
Coli_003583	2008-07-01	2008.4972677595629
Coli_003584	2008-07-01	2008.4972677595629
Coli_003585	2008-07-01	2008.4972677595629
Coli_003586	2008-07-01	2008.4972677595629
Coli_003587	2008-07-01	2008.4972677595629
Coli_003588	2007-07-01	2007.495890410959
Coli_003589	2007-07-01	2007.495890410959
Coli_003590	2008-07-01	2008.4972677595629
Coli_003591	2008-07-01	2008.4972677595629
Coli_003592	2008-07-01	2008.4972677595629
Coli_003593	2008-07-01	2008.4972677595629
Coli_003594	2008-07-01	2008.4972677595629
Coli_003595	2008-07-01	2008.4972677595629
Coli_003596	2008-07-01	2008.4972677595629
Coli_003597	2006-07-01	2006.495890410959
Coli_003598	2006-07-01	2006.495890410959
Coli_003599	2006-07-01	2006.495890410959
Coli_003600	2006-07-01	2006.495890410959
Coli_003601	2006-07-01	2006.495890410959
Coli_003602	2006-07-01	2006.495890410959
Coli_003603	2006-07-01	2006.495890410959
Coli_003604	2006-07-01	2006.495890410959
Coli_003605	2006-07-01	2006.495890410959
Coli_003606	2006-07-01	2006.495890410959
Coli_003607	2006-07-01	2006.495890410959
Coli_003608	2006-07-01	2006.495890410959
Coli_003609	2006-07-01	2006.495890410959
Coli_003610	2006-07-01	2006.495890410959
Coli_003611	2006-07-01	2006.495890410959
Coli_003612	2006-07-01	2006.495890410959
Coli_003613	2006-07-01	2006.495890410959
Coli_003614	2007-07-01	2007.495890410959
Coli_003615	2006-07-01	2006.495890410959
Coli_003616	2007-07-01	2007.495890410959
Coli_003617	2007-07-01	2007.495890410959
Coli_003618	2006-07-01	2006.495890410959
Coli_003619	2006-07-01	2006.495890410959
Coli_003620	2006-07-01	2006.495890410959
Coli_003621	2007-07-01	2007.495890410959
Coli_003622	2006-07-01	2006.495890410959
Coli_003623	2007-07-01	2007.495890410959
Coli_003624	2006-07-01	2006.495890410959
Coli_003625	2006-07-01	2006.495890410959
Coli_003626	2006-07-01	2006.495890410959
Coli_003627	2006-07-01	2006.495890410959
Coli_003628	2006-07-01	2006.495890410959
Coli_003629	2007-07-01	2007.495890410959
Coli_003630	2006-07-01	2006.495890410959
Coli_003631	2006-07-01	2006.495890410959
Coli_003632	2006-07-01	2006.495890410959
Coli_003633	2006-07-01	2006.495890410959
Coli_003634	2006-07-01	2006.495890410959
Coli_003635	2007-07-01	2007.495890410959
Coli_003636	2006-07-01	2006.495890410959
Coli_003637	2006-07-01	2006.495890410959
Coli_003638	2007-07-01	2007.495890410959
Coli_003639	2006-07-01	2006.495890410959
Coli_003640	2006-07-01	2006.495890410959
Coli_003641	2007-07-01	2007.495890410959
Coli_003642	2006-07-01	2006.495890410959
Coli_003643	2006-07-01	2006.495890410959
Coli_003644	2007-07-01	2007.495890410959
Coli_003645	2006-07-01	2006.495890410959
Coli_003646	2006-07-01	2006.495890410959
Coli_003647	2006-07-01	2006.495890410959
Coli_003648	2006-07-01	2006.495890410959
Coli_003649	2006-07-01	2006.495890410959
Coli_003650	2006-07-01	2006.495890410959
Coli_003651	2006-07-01	2006.495890410959
Coli_003652	2006-07-01	2006.495890410959
Coli_003653	2007-07-01	2007.495890410959
Coli_003654	2006-07-01	2006.495890410959
Coli_003655	2007-07-01	2007.495890410959
Coli_003656	2007-07-01	2007.495890410959
Coli_003657	2006-07-01	2006.495890410959
Coli_003658	2006-07-01	2006.495890410959
Coli_003659	2006-07-01	2006.495890410959
Coli_003660	2006-07-01	2006.495890410959
Coli_003661	2006-07-01	2006.495890410959
Coli_003662	2006-07-01	2006.495890410959
Coli_003663	2006-07-01	2006.495890410959
Coli_003664	2007-07-01	2007.495890410959
Coli_003665	2007-07-01	2007.495890410959
Coli_003666	2007-07-01	2007.495890410959
Coli_003667	2007-07-01	2007.495890410959
Coli_003668	2007-07-01	2007.495890410959
Coli_003669	2007-07-01	2007.495890410959
Coli_003670	2007-07-01	2007.495890410959
Coli_003671	2006-07-01	2006.495890410959
Coli_003672	2006-07-01	2006.495890410959
Coli_003673	2006-07-01	2006.495890410959
Coli_003674	2006-07-01	2006.495890410959
Coli_003675	2006-07-01	2006.495890410959
Coli_003676	2006-07-01	2006.495890410959
Coli_003677	2006-07-01	2006.495890410959
Coli_003678	2006-07-01	2006.495890410959
Coli_003679	2007-07-01	2007.495890410959
Coli_003680	2006-07-01	2006.495890410959
Coli_003681	2008-07-01	2008.4972677595629
Coli_003682	2008-07-01	2008.4972677595629
Coli_003683	2008-07-01	2008.4972677595629
Coli_003684	2008-07-01	2008.4972677595629
Coli_003685	2008-07-01	2008.4972677595629
Coli_003686	2009-07-01	2009.495890410959
Coli_003687	2009-07-01	2009.495890410959
Coli_003688	2008-07-01	2008.4972677595629
Coli_003689	2008-07-01	2008.4972677595629
