label	Sample collection date	Sample collection date decimal
Coli_012911	2012-07-01	2012.4972677595629
Coli_012912	2012-07-01	2012.4972677595629
Coli_012913	2012-07-01	2012.4972677595629
Coli_012914	2012-07-01	2012.4972677595629
Coli_012915	2012-07-01	2012.4972677595629
Coli_012916	2012-07-01	2012.4972677595629
Coli_012917	2012-07-01	2012.4972677595629
Coli_012918	2012-07-01	2012.4972677595629
Coli_012919	2012-07-01	2012.4972677595629
Coli_012920	2012-07-01	2012.4972677595629
Coli_012921	2012-07-01	2012.4972677595629
Coli_012922	2012-07-01	2012.4972677595629
Coli_012923	2012-07-01	2012.4972677595629
Coli_012924	2018-05-02	2018.331506849315
Coli_012925	1975-07-01	1975.495890410959
Coli_012926	2001-07-01	2001.495890410959
Coli_012927		
Coli_012928	1997-07-01	1997.495890410959
Coli_012929	1997-07-01	1997.495890410959
Coli_012930	1996-07-01	1996.4972677595629
Coli_012931	1997-07-01	1997.495890410959
Coli_012932	2004-07-01	2004.4972677595629
Coli_012933	1998-07-01	1998.495890410959
Coli_012934		
Coli_012935		
Coli_012936	1979-07-01	1979.495890410959
Coli_012937	1982-07-01	1982.495890410959
Coli_012938	1953-07-01	1953.495890410959
Coli_012939	1997-07-01	1997.495890410959
Coli_012940	2018-05-02	2018.331506849315
Coli_012941		
Coli_012942		
Coli_012943	1965-07-01	1965.495890410959
Coli_012944	1984-07-01	1984.4972677595629
Coli_012945	1984-07-01	1984.4972677595629
Coli_012946		
Coli_012947		
Coli_012948	2005-07-01	2005.495890410959
Coli_012949	2002-07-01	2002.495890410959
Coli_012950	1992-07-01	1992.4972677595629
Coli_012951	1992-07-01	1992.4972677595629
Coli_012952		
Coli_012953		
Coli_012954	2003-07-01	2003.495890410959
Coli_012955		
Coli_012956	1997-07-01	1997.495890410959
Coli_012957	2001-07-01	2001.495890410959
Coli_012958	2001-07-01	2001.495890410959
Coli_012959	2001-07-01	2001.495890410959
Coli_012960	2001-07-01	2001.495890410959
Coli_012961	2000-07-01	2000.4972677595629
Coli_012962	2000-07-01	2000.4972677595629
Coli_012963	1995-07-01	1995.495890410959
Coli_012964		
Coli_012965	1999-07-01	1999.495890410959
Coli_012966	1998-07-01	1998.495890410959
Coli_012967	1998-07-01	1998.495890410959
Coli_012968	1998-07-01	1998.495890410959
Coli_012969	1993-07-01	1993.495890410959
Coli_012970	1989-07-01	1989.495890410959
Coli_012971		
Coli_012972		
Coli_012973	1993-07-01	1993.495890410959
Coli_012974	2018-05-02	2018.331506849315
Coli_012975		
Coli_012976	1998-07-01	1998.495890410959
Coli_012977	2018-05-02	2018.331506849315
Coli_012978	2001-07-01	2001.495890410959
Coli_012979	1998-07-01	1998.495890410959
Coli_012980	1998-07-01	1998.495890410959
Coli_012981	1989-07-01	1989.495890410959
Coli_012982		
Coli_012983		
Coli_012984	2018-05-02	2018.331506849315
Coli_012985	1988-07-01	1988.4972677595629
Coli_012986	1988-07-01	1988.4972677595629
Coli_012987	1988-07-01	1988.4972677595629
Coli_012988	1988-07-01	1988.4972677595629
Coli_012989	1987-07-01	1987.495890410959
Coli_012990	1987-07-01	1987.495890410959
Coli_012991		
Coli_012992	1985-07-01	1985.495890410959
Coli_012993	1982-07-01	1982.495890410959
Coli_012994	2002-07-01	2002.495890410959
Coli_012995	1994-07-01	1994.495890410959
Coli_012996	2010-08-13	2010.613698630137
Coli_012997	2010-09-03	2010.6712328767123
Coli_012998	2010-07-01	2010.495890410959
Coli_012999	2010-08-14	2010.6164383561643
Coli_013000	2010-08-28	2010.654794520548
Coli_013001	2010-07-13	2010.5287671232877
Coli_013002	2010-10-09	2010.7698630136986
Coli_013003	2010-10-26	2010.8164383561643
Coli_013004	2010-12-22	2010.972602739726
Coli_013005	2011-03-27	2011.2328767123288
Coli_013006	2011-06-11	2011.441095890411
Coli_013007	2007-09-20	2007.717808219178
Coli_013008	2008-01-28	2008.0737704918033
Coli_013009	2011-01-01	2011
Coli_013010	2010-01-01	2010
Coli_013011	2011-01-01	2011
Coli_013012	2011-01-01	2011
Coli_013013	2011-01-01	2011
Coli_013014	2005-01-01	2005
Coli_013015	2011-01-01	2011
Coli_013016	2011-01-01	2011
Coli_013017	2011-01-01	2011
Coli_013018	2016-02-13	2016.1174863387978
Coli_013019	2016-02-13	2016.1174863387978
Coli_013020	2016-02-13	2016.1174863387978
Coli_013021	2016-02-09	2016.1065573770493
Coli_013022	2016-02-09	2016.1065573770493
Coli_013023	2016-02-09	2016.1065573770493
Coli_013024	2016-02-09	2016.1065573770493
Coli_013025	2016-02-09	2016.1065573770493
Coli_013026	2016-02-09	2016.1065573770493
Coli_013027	2016-02-09	2016.1065573770493
Coli_013028	2016-02-06	2016.0983606557377
Coli_013029	2016-02-06	2016.0983606557377
Coli_013030	2016-02-06	2016.0983606557377
Coli_013031	2015-11-24	2015.8958904109588
Coli_013032	2015-11-24	2015.8958904109588
Coli_013033		
Coli_013034		
Coli_013035		
Coli_013036		
Coli_013037	2016-07-01	2016.4972677595629
Coli_013038	2010-07-01	2010.495890410959
Coli_013039	2008-07-01	2008.4972677595629
Coli_013040	2008-07-01	2008.4972677595629
Coli_013041	2008-07-01	2008.4972677595629
Coli_013042	2010-07-01	2010.495890410959
Coli_013043	2010-07-01	2010.495890410959
Coli_013044	2010-07-01	2010.495890410959
Coli_013045		
Coli_013046		
Coli_013047	2010-07-01	2010.495890410959
Coli_013048	2009-07-01	2009.495890410959
Coli_013049	2009-07-01	2009.495890410959
Coli_013050	2009-07-01	2009.495890410959
Coli_013051	2009-07-01	2009.495890410959
Coli_013052	2009-07-01	2009.495890410959
Coli_013053	2009-07-01	2009.495890410959
Coli_013054	2009-07-01	2009.495890410959
Coli_013055	2009-07-01	2009.495890410959
Coli_013056	2009-07-01	2009.495890410959
Coli_013057	2009-07-01	2009.495890410959
Coli_013058	2009-07-01	2009.495890410959
Coli_013059	2009-07-01	2009.495890410959
Coli_013060	2009-07-01	2009.495890410959
Coli_013061	2009-07-01	2009.495890410959
Coli_013062	2008-07-01	2008.4972677595629
Coli_013063	2009-07-01	2009.495890410959
Coli_013064		
Coli_013065		
Coli_013066		
Coli_013067		
Coli_013068		
Coli_013069		
Coli_013070		
Coli_013071		
Coli_013072		
Coli_013073	2008-07-01	2008.4972677595629
Coli_013074	2008-07-01	2008.4972677595629
Coli_013075	2008-07-01	2008.4972677595629
Coli_013076	2009-07-01	2009.495890410959
Coli_013077	2009-07-01	2009.495890410959
Coli_013078	2009-07-01	2009.495890410959
Coli_013079	2009-07-01	2009.495890410959
Coli_013080	2009-07-01	2009.495890410959
Coli_013081	2009-07-01	2009.495890410959
Coli_013082	2009-07-01	2009.495890410959
Coli_013083	2009-07-01	2009.495890410959
Coli_013084	2009-07-01	2009.495890410959
Coli_013085	2009-07-01	2009.495890410959
Coli_013086	2007-07-01	2007.495890410959
Coli_013087	2008-07-01	2008.4972677595629
Coli_013088	2008-07-01	2008.4972677595629
Coli_013089	2008-07-01	2008.4972677595629
Coli_013090	2008-07-01	2008.4972677595629
Coli_013091	2008-07-01	2008.4972677595629
Coli_013092	2008-07-01	2008.4972677595629
Coli_013093	2007-07-01	2007.495890410959
Coli_013094	2010-07-01	2010.495890410959
Coli_013095	2010-07-01	2010.495890410959
Coli_013096	2010-07-01	2010.495890410959
Coli_013097	2017-03-09	2017.1835616438357
Coli_013098	2017-03-23	2017.2219178082191
Coli_013099	2013-06-14	2013.4493150684932
Coli_013100	2005-07-01	2005.495890410959
Coli_013101	2005-07-01	2005.495890410959
Coli_013102	2000-07-01	2000.4972677595629
Coli_013103	2002-07-01	2002.495890410959
Coli_013104		
Coli_013105	2016-03-08	2016.1830601092897
Coli_013106	2015-05-05	2015.3397260273973
Coli_013107	2016-02-05	2016.0956284153006
Coli_013108	2016-02-05	2016.0956284153006
Coli_013109	2016-02-05	2016.0956284153006
Coli_013110	2016-02-05	2016.0956284153006
Coli_013111	2016-02-05	2016.0956284153006
Coli_013112	2016-02-05	2016.0956284153006
Coli_013113	2016-02-05	2016.0956284153006
Coli_013114	2016-02-05	2016.0956284153006
Coli_013115	2016-02-05	2016.0956284153006
Coli_013116	2016-02-05	2016.0956284153006
Coli_013117	2016-02-05	2016.0956284153006
Coli_013118	2016-02-05	2016.0956284153006
Coli_013119	2016-02-05	2016.0956284153006
Coli_013120	2010-11-01	2010.8328767123287
Coli_013121	2009-05-19	2009.3780821917808
Coli_013122	2010-11-02	2010.835616438356
Coli_013123	2014-07-01	2014.495890410959
Coli_013124	2014-07-01	2014.495890410959
Coli_013125	2014-07-01	2014.495890410959
Coli_013126	2016-09-14	2016.7021857923498
Coli_013127	2016-02-05	2016.0956284153006
Coli_013128	2016-02-05	2016.0956284153006
Coli_013129	2016-02-05	2016.0956284153006
Coli_013130	2016-02-05	2016.0956284153006
Coli_013131	2016-02-05	2016.0956284153006
Coli_013132	2016-02-05	2016.0956284153006
Coli_013133	2016-02-05	2016.0956284153006
Coli_013134	2016-02-05	2016.0956284153006
Coli_013135	2016-02-05	2016.0956284153006
Coli_013136	2016-02-05	2016.0956284153006
Coli_013137	2016-02-05	2016.0956284153006
Coli_013138	2010-10-30	2010.827397260274
Coli_013139	2017-08-25	2017.6465753424657
Coli_013140	2017-08-25	2017.6465753424657
Coli_013141	2017-08-25	2017.6465753424657
Coli_013142	2013-07-01	2013.495890410959
Coli_013143	2016-07-01	2016.4972677595629
Coli_013144	2016-07-01	2016.4972677595629
Coli_013145	2016-07-01	2016.4972677595629
Coli_013146	2016-07-01	2016.4972677595629
Coli_013147	2016-07-01	2016.4972677595629
Coli_013148	2016-07-01	2016.4972677595629
Coli_013149	2013-07-01	2013.495890410959
Coli_013150	2014-02-01	2014.0849315068492
Coli_013151	2014-02-01	2014.0849315068492
Coli_013152	2014-04-01	2014.2465753424658
Coli_013153	2014-07-01	2014.495890410959
Coli_013154	2014-07-01	2014.495890410959
Coli_013155	2014-07-01	2014.495890410959
Coli_013156	2014-07-01	2014.495890410959
Coli_013157	2014-07-01	2014.495890410959
Coli_013158	2014-07-01	2014.495890410959
Coli_013159	2015-04-15	2015.2849315068493
Coli_013160	2015-05-28	2015.4027397260274
Coli_013161	2013-11-13	2013.8657534246574
Coli_013162	2015-08-11	2015.6082191780822
Coli_013163	2015-02-15	2015.123287671233
Coli_013164	2014-10-08	2014.7671232876712
Coli_013165	2014-12-23	2014.9753424657533
Coli_013166	2014-07-01	2014.495890410959
Coli_013167	2014-07-01	2014.495890410959
Coli_013168	2014-07-01	2014.495890410959
Coli_013169	2015-07-01	2015.495890410959
Coli_013170	2015-07-01	2015.495890410959
Coli_013171	2013-07-01	2013.495890410959
Coli_013172	2015-11-01	2015.8328767123287
Coli_013173	2015-02-02	2015.0876712328768
Coli_013174	2015-02-02	2015.0876712328768
Coli_013175	2015-02-02	2015.0876712328768
Coli_013176	2015-02-02	2015.0876712328768
Coli_013177	2015-05-04	2015.33698630137
Coli_013178	2015-12-02	2015.9178082191781
Coli_013179	2015-12-02	2015.9178082191781
Coli_013180	2015-05-21	2015.3835616438357
Coli_013181	2015-05-21	2015.3835616438357
Coli_013182	2015-05-04	2015.33698630137
Coli_013183	2016-04-14	2016.2841530054645
Coli_013184	1977-07-01	1977.495890410959
Coli_013185	2014-11-01	2014.8328767123287
Coli_013186	2014-11-01	2014.8328767123287
Coli_013187	2014-11-01	2014.8328767123287
Coli_013188	2014-11-01	2014.8328767123287
Coli_013189	2014-11-01	2014.8328767123287
Coli_013190	2014-11-01	2014.8328767123287
Coli_013191	2014-11-01	2014.8328767123287
Coli_013192	2014-11-01	2014.8328767123287
Coli_013193	2014-11-01	2014.8328767123287
Coli_013194	2014-11-01	2014.8328767123287
Coli_013195	2014-11-01	2014.8328767123287
Coli_013196	2014-11-01	2014.8328767123287
Coli_013197	2014-11-01	2014.8328767123287
Coli_013198	2014-11-01	2014.8328767123287
Coli_013199	2014-11-01	2014.8328767123287
Coli_013200	2014-11-01	2014.8328767123287
Coli_013201	2014-11-01	2014.8328767123287
Coli_013202	2014-11-01	2014.8328767123287
Coli_013203	2014-11-01	2014.8328767123287
Coli_013204	2014-11-01	2014.8328767123287
Coli_013205	2014-11-01	2014.8328767123287
Coli_013206	2015-02-01	2015.0849315068492
Coli_013207	2015-02-01	2015.0849315068492
Coli_013208	2015-02-01	2015.0849315068492
Coli_013209	2015-02-01	2015.0849315068492
Coli_013210	2015-02-01	2015.0849315068492
Coli_013211	2015-02-01	2015.0849315068492
Coli_013212	2015-02-01	2015.0849315068492
Coli_013213	2015-02-01	2015.0849315068492
Coli_013214	2015-02-01	2015.0849315068492
Coli_013215	2015-02-01	2015.0849315068492
Coli_013216	2015-02-01	2015.0849315068492
Coli_013217	2015-02-01	2015.0849315068492
Coli_013218	2015-02-01	2015.0849315068492
Coli_013219	2015-02-01	2015.0849315068492
Coli_013220	2015-02-01	2015.0849315068492
Coli_013221	2015-02-01	2015.0849315068492
Coli_013222	2015-02-01	2015.0849315068492
Coli_013223	2015-02-01	2015.0849315068492
Coli_013224	2015-05-01	2015.3287671232877
Coli_013225	2015-05-01	2015.3287671232877
Coli_013226	2015-05-01	2015.3287671232877
Coli_013227	2015-05-01	2015.3287671232877
Coli_013228	2015-05-01	2015.3287671232877
Coli_013229	2015-05-01	2015.3287671232877
Coli_013230	2015-05-01	2015.3287671232877
Coli_013231	2015-05-01	2015.3287671232877
Coli_013232	2015-05-01	2015.3287671232877
Coli_013233	2015-05-01	2015.3287671232877
Coli_013234	2015-05-01	2015.3287671232877
Coli_013235	2015-05-01	2015.3287671232877
Coli_013236	2015-05-01	2015.3287671232877
Coli_013237	2015-05-01	2015.3287671232877
Coli_013238	2015-05-01	2015.3287671232877
Coli_013239	2015-05-01	2015.3287671232877
Coli_013240	2015-05-01	2015.3287671232877
Coli_013241	2015-05-01	2015.3287671232877
Coli_013242	2015-05-01	2015.3287671232877
Coli_013243	2015-05-01	2015.3287671232877
Coli_013244	2015-05-01	2015.3287671232877
Coli_013245	2015-05-01	2015.3287671232877
Coli_013246	2015-05-01	2015.3287671232877
Coli_013247	2015-05-01	2015.3287671232877
Coli_013248	2015-05-01	2015.3287671232877
Coli_013249	2015-05-01	2015.3287671232877
Coli_013250	2015-05-01	2015.3287671232877
Coli_013251	2015-05-01	2015.3287671232877
Coli_013252	2015-05-01	2015.3287671232877
Coli_013253	2015-05-01	2015.3287671232877
Coli_013254	2015-05-01	2015.3287671232877
Coli_013255	2015-05-01	2015.3287671232877
Coli_013256	2015-05-01	2015.3287671232877
Coli_013257	2015-05-01	2015.3287671232877
Coli_013258	2015-05-01	2015.3287671232877
Coli_013259	2015-05-01	2015.3287671232877
Coli_013260	2015-05-01	2015.3287671232877
Coli_013261	2015-08-01	2015.5808219178082
Coli_013262	2015-08-01	2015.5808219178082
Coli_013263	2015-08-01	2015.5808219178082
Coli_013264	2015-08-01	2015.5808219178082
Coli_013265	2015-08-01	2015.5808219178082
Coli_013266	2015-08-01	2015.5808219178082
Coli_013267	2015-08-01	2015.5808219178082
Coli_013268	2015-08-01	2015.5808219178082
Coli_013269	2015-08-01	2015.5808219178082
Coli_013270	2015-08-01	2015.5808219178082
Coli_013271	2015-08-01	2015.5808219178082
Coli_013272	2015-08-01	2015.5808219178082
Coli_013273	2015-05-01	2015.3287671232877
Coli_013274	2015-05-01	2015.3287671232877
Coli_013275	2015-05-01	2015.3287671232877
Coli_013276	2015-05-01	2015.3287671232877
Coli_013277	2015-05-01	2015.3287671232877
Coli_013278	2015-05-01	2015.3287671232877
Coli_013279	2015-05-01	2015.3287671232877
Coli_013280	2015-05-01	2015.3287671232877
Coli_013281	2015-05-01	2015.3287671232877
Coli_013282	2015-05-01	2015.3287671232877
Coli_013283	2015-05-01	2015.3287671232877
Coli_013284	2015-05-01	2015.3287671232877
Coli_013285	2015-05-01	2015.3287671232877
Coli_013286	2015-05-01	2015.3287671232877
Coli_013287	2015-05-01	2015.3287671232877
Coli_013288	2015-05-01	2015.3287671232877
Coli_013289	2015-05-01	2015.3287671232877
Coli_013290	2015-05-01	2015.3287671232877
Coli_013291	2015-05-01	2015.3287671232877
Coli_013292	2015-05-01	2015.3287671232877
Coli_013293	2015-05-01	2015.3287671232877
Coli_013294	2015-05-01	2015.3287671232877
Coli_013295	2015-05-01	2015.3287671232877
Coli_013296	2015-05-01	2015.3287671232877
Coli_013297	2015-05-01	2015.3287671232877
Coli_013298	2015-05-01	2015.3287671232877
Coli_013299	2015-05-01	2015.3287671232877
Coli_013300	2015-05-01	2015.3287671232877
Coli_013301	2015-05-01	2015.3287671232877
Coli_013302	2015-05-01	2015.3287671232877
Coli_013303	2015-05-01	2015.3287671232877
Coli_013304	2015-05-01	2015.3287671232877
Coli_013305	2015-02-01	2015.0849315068492
Coli_013306	2015-05-01	2015.3287671232877
Coli_013307	2015-05-01	2015.3287671232877
Coli_013308	2015-05-01	2015.3287671232877
Coli_013309	2015-05-01	2015.3287671232877
Coli_013310	2015-08-01	2015.5808219178082
Coli_013311	2015-08-01	2015.5808219178082
Coli_013312	2015-08-01	2015.5808219178082
Coli_013313	2015-08-01	2015.5808219178082
Coli_013314	2015-08-01	2015.5808219178082
Coli_013315	2015-08-01	2015.5808219178082
Coli_013316	2015-08-01	2015.5808219178082
Coli_013317	2015-08-01	2015.5808219178082
Coli_013318	2015-05-01	2015.3287671232877
Coli_013319	2015-02-01	2015.0849315068492
Coli_013320	2015-02-01	2015.0849315068492
Coli_013321	2015-02-01	2015.0849315068492
Coli_013322	2015-02-01	2015.0849315068492
Coli_013323	2015-02-01	2015.0849315068492
Coli_013324	2015-02-01	2015.0849315068492
Coli_013325	2015-02-01	2015.0849315068492
Coli_013326	2015-02-01	2015.0849315068492
Coli_013327	2015-02-01	2015.0849315068492
Coli_013328	2015-02-01	2015.0849315068492
Coli_013329	2015-02-01	2015.0849315068492
Coli_013330	2015-02-01	2015.0849315068492
Coli_013331	2015-02-01	2015.0849315068492
Coli_013332	2015-02-01	2015.0849315068492
Coli_013333	2015-02-01	2015.0849315068492
Coli_013334	2015-02-01	2015.0849315068492
Coli_013335	2015-02-01	2015.0849315068492
Coli_013336	2015-02-01	2015.0849315068492
Coli_013337	2015-02-01	2015.0849315068492
Coli_013338	2015-05-01	2015.3287671232877
Coli_013339	2015-05-01	2015.3287671232877
Coli_013340	2015-05-01	2015.3287671232877
Coli_013341	2015-05-01	2015.3287671232877
Coli_013342	2015-05-01	2015.3287671232877
Coli_013343	2015-05-01	2015.3287671232877
Coli_013344	2015-05-01	2015.3287671232877
Coli_013345	2015-05-01	2015.3287671232877
Coli_013346	2015-05-01	2015.3287671232877
Coli_013347	2014-11-01	2014.8328767123287
Coli_013348	2014-11-01	2014.8328767123287
Coli_013349	2015-08-01	2015.5808219178082
Coli_013350	2015-08-01	2015.5808219178082
Coli_013351	2015-08-01	2015.5808219178082
Coli_013352	2015-08-01	2015.5808219178082
Coli_013353	2015-08-01	2015.5808219178082
Coli_013354	2015-08-01	2015.5808219178082
Coli_013355	2015-08-01	2015.5808219178082
Coli_013356	2014-11-01	2014.8328767123287
Coli_013357	2015-10-01	2015.7479452054795
Coli_013358	2010-07-01	2010.495890410959
Coli_013359	1987-07-01	1987.495890410959
Coli_013360	2011-07-01	2011.495890410959
Coli_013361	2015-07-01	2015.495890410959
Coli_013362	2015-07-01	2015.495890410959
Coli_013363	2015-07-01	2015.495890410959
Coli_013364	2015-07-01	2015.495890410959
Coli_013365	2009-01-01	2009
Coli_013366	2014-07-01	2014.495890410959
Coli_013367	2010-07-01	2010.495890410959
Coli_013368	2015-07-21	2015.5506849315068
Coli_013369	2016-10-15	2016.7868852459017
Coli_013370	2016-10-15	2016.7868852459017
Coli_013371	2010-07-01	2010.495890410959
Coli_013372	2010-07-01	2010.495890410959
Coli_013373	2011-07-01	2011.495890410959
Coli_013374	2012-07-01	2012.4972677595629
Coli_013375	2012-07-01	2012.4972677595629
Coli_013376	2012-07-01	2012.4972677595629
Coli_013377	2012-07-01	2012.4972677595629
Coli_013378	2011-07-01	2011.495890410959
Coli_013379	2011-07-01	2011.495890410959
Coli_013380	2012-07-01	2012.4972677595629
Coli_013381	2012-07-01	2012.4972677595629
Coli_013382	2012-07-01	2012.4972677595629
Coli_013383	2012-07-01	2012.4972677595629
Coli_013384	2012-07-01	2012.4972677595629
Coli_013385	2012-07-01	2012.4972677595629
Coli_013386	2012-07-01	2012.4972677595629
Coli_013387	2012-07-01	2012.4972677595629
Coli_013388	2012-07-01	2012.4972677595629
Coli_013389	2012-07-01	2012.4972677595629
Coli_013390	2012-07-01	2012.4972677595629
Coli_013391	2012-07-01	2012.4972677595629
Coli_013392	2012-07-01	2012.4972677595629
Coli_013393	2012-07-01	2012.4972677595629
Coli_013394	2012-07-01	2012.4972677595629
Coli_013395	2012-07-01	2012.4972677595629
Coli_013396	2012-07-01	2012.4972677595629
Coli_013397	2012-07-01	2012.4972677595629
Coli_013398	2012-07-01	2012.4972677595629
Coli_013399	2012-07-01	2012.4972677595629
Coli_013400	2012-07-01	2012.4972677595629
Coli_013401	2012-07-01	2012.4972677595629
Coli_013402	2013-07-01	2013.495890410959
Coli_013403	2013-07-01	2013.495890410959
Coli_013404	2013-07-01	2013.495890410959
Coli_013405	2013-07-01	2013.495890410959
Coli_013406	2013-07-01	2013.495890410959
Coli_013407	2013-07-01	2013.495890410959
Coli_013408	2013-07-01	2013.495890410959
Coli_013409	2013-07-01	2013.495890410959
Coli_013410	2013-07-01	2013.495890410959
Coli_013411	2012-07-01	2012.4972677595629
Coli_013412	2012-07-01	2012.4972677595629
Coli_013413	2012-07-01	2012.4972677595629
Coli_013414	2012-07-01	2012.4972677595629
Coli_013415	2012-07-01	2012.4972677595629
Coli_013416	2012-07-01	2012.4972677595629
Coli_013417	2012-07-01	2012.4972677595629
Coli_013418	2012-07-01	2012.4972677595629
Coli_013419	2012-07-01	2012.4972677595629
Coli_013420	2012-07-01	2012.4972677595629
Coli_013421	2012-07-01	2012.4972677595629
Coli_013422	2012-07-01	2012.4972677595629
Coli_013423	2015-12-02	2015.9178082191781
Coli_013424	1986-12-22	1986.972602739726
Coli_013425	2015-12-02	2015.9178082191781
Coli_013426	2015-12-02	2015.9178082191781
Coli_013427	2015-12-02	2015.9178082191781
Coli_013428	2015-12-06	2015.9287671232876
Coli_013429	2012-05-11	2012.3579234972678
Coli_013430	2012-05-11	2012.3579234972678
Coli_013431	2012-05-11	2012.3579234972678
Coli_013432	2012-05-11	2012.3579234972678
Coli_013433	2012-05-11	2012.3579234972678
Coli_013434	2012-05-11	2012.3579234972678
Coli_013435	2012-05-11	2012.3579234972678
Coli_013436	2012-05-11	2012.3579234972678
Coli_013437	2012-05-11	2012.3579234972678
Coli_013438	2012-05-11	2012.3579234972678
Coli_013439	2012-05-11	2012.3579234972678
Coli_013440	2012-05-11	2012.3579234972678
Coli_013441	2012-05-11	2012.3579234972678
Coli_013442	2012-05-11	2012.3579234972678
Coli_013443	2012-05-11	2012.3579234972678
Coli_013444	2012-05-11	2012.3579234972678
Coli_013445	2012-05-11	2012.3579234972678
Coli_013446	2012-05-11	2012.3579234972678
Coli_013447	2013-06-05	2013.4246575342465
Coli_013448	2013-04-19	2013.295890410959
Coli_013449	2013-04-19	2013.295890410959
Coli_013450	2013-02-20	2013.13698630137
Coli_013451	2013-02-20	2013.13698630137
Coli_013452	2013-02-20	2013.13698630137
Coli_013453	2013-02-14	2013.1205479452055
Coli_013454	2013-02-14	2013.1205479452055
Coli_013455	2013-02-13	2013.1178082191782
Coli_013456	2013-02-13	2013.1178082191782
Coli_013457	2013-02-13	2013.1178082191782
Coli_013458	2013-01-09	2013.021917808219
Coli_013459	2013-01-09	2013.021917808219
Coli_013460	2012-05-11	2012.3579234972678
Coli_013461	2012-12-06	2012.9289617486338
Coli_013462	2012-12-06	2012.9289617486338
Coli_013463	2012-12-06	2012.9289617486338
Coli_013464	2012-12-06	2012.9289617486338
Coli_013465	2012-12-06	2012.9289617486338
Coli_013466	2012-12-06	2012.9289617486338
Coli_013467	2012-12-06	2012.9289617486338
Coli_013468	2012-12-06	2012.9289617486338
Coli_013469	2012-12-06	2012.9289617486338
Coli_013470	2012-12-06	2012.9289617486338
Coli_013471	2012-12-06	2012.9289617486338
Coli_013472	2012-12-06	2012.9289617486338
Coli_013473	2012-12-06	2012.9289617486338
Coli_013474	2012-12-06	2012.9289617486338
Coli_013475	2012-12-06	2012.9289617486338
Coli_013476	2012-12-06	2012.9289617486338
Coli_013477	2012-12-06	2012.9289617486338
Coli_013478	2012-12-06	2012.9289617486338
Coli_013479	2012-05-24	2012.3934426229507
Coli_013480	2012-05-24	2012.3934426229507
Coli_013481	2012-05-15	2012.3688524590164
Coli_013482	2012-05-11	2012.3579234972678
Coli_013483	2012-05-11	2012.3579234972678
Coli_013484	2012-05-11	2012.3579234972678
Coli_013485	2012-05-11	2012.3579234972678
Coli_013486	2012-05-11	2012.3579234972678
Coli_013487	2012-05-11	2012.3579234972678
Coli_013488	2012-05-11	2012.3579234972678
Coli_013489	2012-05-11	2012.3579234972678
Coli_013490	2012-05-11	2012.3579234972678
Coli_013491	2012-05-11	2012.3579234972678
Coli_013492	2012-05-11	2012.3579234972678
Coli_013493	2012-05-11	2012.3579234972678
Coli_013494	2012-05-11	2012.3579234972678
Coli_013495	2012-05-11	2012.3579234972678
Coli_013496	2012-05-11	2012.3579234972678
Coli_013497	2012-05-11	2012.3579234972678
Coli_013498	2011-07-01	2011.495890410959
Coli_013499	2009-07-01	2009.495890410959
Coli_013500	2009-07-01	2009.495890410959
Coli_013501	2009-07-01	2009.495890410959
Coli_013502	2009-07-01	2009.495890410959
Coli_013503	2009-07-01	2009.495890410959
Coli_013504	2009-07-01	2009.495890410959
Coli_013505	2010-07-01	2010.495890410959
Coli_013506	2010-07-01	2010.495890410959
Coli_013507	2011-07-01	2011.495890410959
Coli_013508	2011-07-01	2011.495890410959
Coli_013509	2010-07-01	2010.495890410959
Coli_013510	2010-07-01	2010.495890410959
Coli_013511	2010-07-01	2010.495890410959
Coli_013512	2010-07-01	2010.495890410959
Coli_013513	2011-07-01	2011.495890410959
Coli_013514	2011-07-01	2011.495890410959
Coli_013515	2011-07-01	2011.495890410959
Coli_013516	2011-07-01	2011.495890410959
Coli_013517	2011-07-01	2011.495890410959
Coli_013518	2011-07-01	2011.495890410959
Coli_013519	2011-07-01	2011.495890410959
Coli_013520	2011-07-01	2011.495890410959
Coli_013521	2011-07-01	2011.495890410959
Coli_013522	2006-07-01	2006.495890410959
Coli_013523	2006-07-01	2006.495890410959
Coli_013524	2009-07-01	2009.495890410959
Coli_013525	2009-07-01	2009.495890410959
Coli_013526	2009-07-01	2009.495890410959
Coli_013527	2009-07-01	2009.495890410959
Coli_013528	2009-07-01	2009.495890410959
Coli_013529	2009-07-01	2009.495890410959
Coli_013530	2012-07-01	2012.4972677595629
Coli_013531	2012-07-01	2012.4972677595629
Coli_013532	2012-07-01	2012.4972677595629
Coli_013533	2012-07-01	2012.4972677595629
Coli_013534	2012-07-01	2012.4972677595629
Coli_013535	2016-07-01	2016.4972677595629
Coli_013536	2016-07-01	2016.4972677595629
Coli_013537	2016-07-01	2016.4972677595629
Coli_013538	2016-07-01	2016.4972677595629
Coli_013539	2016-07-01	2016.4972677595629
Coli_013540	2016-07-01	2016.4972677595629
Coli_013541	2016-07-01	2016.4972677595629
Coli_013542	2016-07-01	2016.4972677595629
Coli_013543	2016-07-01	2016.4972677595629
Coli_013544	2016-07-01	2016.4972677595629
Coli_013545	2016-07-01	2016.4972677595629
Coli_013546	2016-07-01	2016.4972677595629
Coli_013547	2016-07-01	2016.4972677595629
Coli_013548	2015-07-01	2015.495890410959
Coli_013549	2016-07-01	2016.4972677595629
